Generated Description,Reviewed Description,Code,Type,Split
,"Display the phrase ""fl ligature"" twice in large font, stacked vertically with some spacing. The top version uses a typographic ligature for ""fl"", while the bottom version disables ligatures, showing the ""f"" and ""l"" as separate characters.","from manim import *

class DisableLigature(Scene):
    def construct(self):
        li = Text(""fl ligature"",font_size=96)
        nli = Text(""fl ligature"", disable_ligatures=True, font_size=96)
        self.add(Group(li, nli).arrange(DOWN, buff=.8))",Basic,test
,"Display a grid of 35 dots arranged in 5 rows and 7 columns, with a title ""LaggedStartMap"" at the top. A yellow ripple effect animates across the dots and the title, where each element briefly changes to yellow and then returns to its original color. The effect is staggered with a lag ratio of 0.1, creating a wave-like motion.","from manim import *

class LaggedStartMapExample(Scene):
    def construct(self):
        title = Tex(""LaggedStartMap"").to_edge(UP, buff=LARGE_BUFF)
        dots = VGroup(
            *[Dot(radius=0.16) for _ in range(35)]
            ).arrange_in_grid(rows=5, cols=7, buff=MED_LARGE_BUFF)
        self.add(dots, title)

        # Animate yellow ripple effect
        for mob in dots, title:
            self.play(LaggedStartMap(
                ApplyMethod, mob,
                lambda m : (m.set_color, YELLOW),
                lag_ratio = 0.1,
                rate_func = there_and_back,
                run_time = 2
            ))",Intermediate,test
,"Display a complex plane with labeled coordinates, then show two yellow dots: one at the position representing \(2 + i\) and another at \(-3 - 2i\). Each dot is labeled with its corresponding complex number, placed just above and to the right of the dot.","from manim import *

class ComplexPlaneExample(Scene):
    def construct(self):
        plane = ComplexPlane().add_coordinates()
        self.add(plane)
        d1 = Dot(plane.n2p(2 + 1j), color=YELLOW)
        d2 = Dot(plane.n2p(-3 - 2j), color=YELLOW)
        label1 = MathTex(""2+i"").next_to(d1, UR, 0.1)
        label2 = MathTex(""-3-2i"").next_to(d2, UR, 0.1)
        self.add(
            d1,
            label1,
            d2,
            label2,
        )",Basic,test
"Display a square at the center of the screen. It fades in, then undergoes a series of transformations: it changes color to purple, becomes semi-transparent, shifts to the left, and scales up. Next, it moves downward and rotates slightly. After a brief pause, the square smoothly returns to its original appearance and position using a restore animation.","Display a square at the center of the screen. It fades in, then undergoes a series of transformations: it changes color to purple, becomes semi-transparent, shifts to the left, and scales up. Next, it moves downward and rotates slightly, only displaying a upper half (upper triangle) of the square. After a brief pause, the square smoothly returns to its original appearance and position using a restore animation.","from manim import *

class RestoreExample(Scene):
    def construct(self):
        s = Square()
        s.save_state()
        self.play(FadeIn(s))
        self.play(s.animate.set_color(PURPLE).set_opacity(0.5).shift(2*LEFT).scale(3))
        self.play(s.animate.shift(5*DOWN).rotate(PI/4))
        self.wait()
        self.play(Restore(s), run_time=2)",Intermediate,test
,"Display three on-screen variables with animated updates:

1. A decimal variable labeled “var” starts at 0.5, with the label in red and the value in green. It animates to 10.5.
2. An integer variable labeled “int_var” appears below, also with red and green styling, and animates from 0 to 10.
3. A third variable labeled with a subscripted math expression “\( a_i \)” appears below the others, displaying a static value of 10.

Each variable is introduced with a writing animation and spaced vertically.","from manim import *

class VariablesWithValueTracker(Scene):
    def construct(self):
        var = 0.5
        on_screen_var = Variable(var, Text(""var""), num_decimal_places=3)

        # You can also change the colours for the label and value
        on_screen_var.label.set_color(RED)
        on_screen_var.value.set_color(GREEN)

        self.play(Write(on_screen_var))
        # The above line will just display the variable with
        # its initial value on the screen. If you also wish to
        # update it, you can do so by accessing the `tracker` attribute
        self.wait()
        var_tracker = on_screen_var.tracker
        var = 10.5
        self.play(var_tracker.animate.set_value(var))
        self.wait()

        int_var = 0
        on_screen_int_var = Variable(
            int_var, Text(""int_var""), var_type=Integer
        ).next_to(on_screen_var, DOWN)
        on_screen_int_var.label.set_color(RED)
        on_screen_int_var.value.set_color(GREEN)

        self.play(Write(on_screen_int_var))
        self.wait()
        var_tracker = on_screen_int_var.tracker
        var = 10.5
        self.play(var_tracker.animate.set_value(var))
        self.wait()

        # If you wish to have a somewhat more complicated label for your
        # variable with subscripts, superscripts, etc. the default class
        # for the label is MathTex
        subscript_label_var = 10
        on_screen_subscript_var = Variable(subscript_label_var, ""{a}_{i}"").next_to(
            on_screen_int_var, DOWN
        )
        self.play(Write(on_screen_subscript_var))
        self.wait()",Intermediate,test
,"Display a graph with six labeled nodes arranged using the spectral layout, which positions nodes based on the eigenvectors of the graph's Laplacian matrix. The nodes are connected in a loop with additional cross-links between non-adjacent nodes, forming a dense and structured network. The layout emphasizes the graph's underlying connectivity patterns through a linear or curved arrangement.","from manim import *

class SpectralLayout(Scene):
    def construct(self):
        graph = Graph(
            [1, 2, 3, 4, 5, 6],
            [(1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 1), (5, 1), (1, 3), (3, 5)],
            layout=""spectral"",
            labels=True
        )
        self.add(graph)",Intermediate,test
,"Display a set of coordinate axes ranging from 0 to 8 on the x-axis and 0 to 5 on the y-axis. A label reading “\( y \)-values” is placed to the left of the y-axis, rotated vertically and slightly offset outward to clearly indicate the axis it describes.","from manim import *

class GetYAxisLabelExample(Scene):
    def construct(self):
        ax = Axes(x_range=(0, 8), y_range=(0, 5), x_length=8, y_length=5)
        y_label = ax.get_y_axis_label(
            Tex(""$y$-values"").scale(0.65).rotate(90 * DEGREES),
            edge=LEFT,
            direction=LEFT,
            buff=0.3,
        )
        self.add(ax, y_label)",Basic,test
,"Display a directed graph with four numbered nodes connected by arrows representing edges. Initially, the graph appears in a default layout. Then, each node animates to a new position in 3D space: node 1 moves to the upper right, node 2 to the upper left and slightly forward, node 3 to the lower right and back, and node 4 to the lower left. The edges adjust dynamically to maintain the connections between the repositioned nodes.","from manim import *

class MovingDiGraph(Scene):
    def construct(self):
        vertices = [1, 2, 3, 4]
        edges = [(1, 2), (2, 3), (3, 4), (1, 3), (1, 4)]

        g = DiGraph(vertices, edges)

        self.add(g)
        self.play(
            g[1].animate.move_to([1, 1, 1]),
            g[2].animate.move_to([-1, 1, 2]),
            g[3].animate.move_to([1, -1, -1]),
            g[4].animate.move_to([-1, -1, 0]),
        )
        self.wait()",Intermediate,test
,"Display a circle at the center of the screen. It then animates by changing its fill color to semi-transparent green, shrinking to half its size, and moving diagonally up and to the right, smoothly transitioning to its new appearance and position.","from manim import *

class MoveToTargetExample(Scene):
    def construct(self):
        c = Circle()

        c.generate_target()
        c.target.set_fill(color=GREEN, opacity=0.5)
        c.target.shift(2*RIGHT + UP).scale(0.5)

        self.add(c)
        self.play(MoveToTarget(c))",Basic,test
,"Display a square on the screen, then animate it disappearing as if being undone or erased.","from manim import *

class ShowUncreate(Scene):
    def construct(self):
        self.play(Uncreate(Square()))",Basic,test
,Display the LaTeX logo rendered using the LaTeX typesetting system in large font at the center of the screen.,"from manim import *

class HelloLaTeX(Scene):
    def construct(self):
        tex = Tex(r""\LaTeX"", font_size=144)
        self.add(tex)",Basic,test
,"Display the word “Inserting” in purple text on the left side of the screen, with a grey cursor positioned at the start. Animate the text being typed out character by character with the cursor moving along, then make the cursor blink twice.","from manim import *

class InsertingTextExample(Scene):
    def construct(self):
        text = Text(""Inserting"", color=PURPLE).scale(1.5).to_edge(LEFT)
        cursor = Rectangle(
            color = GREY_A,
            fill_color = GREY_A,
            fill_opacity = 1.0,
            height = 1.1,
            width = 0.5,
        ).move_to(text[0]) # Position the cursor

        self.play(TypeWithCursor(text, cursor))
        self.play(Blink(cursor, blinks=2))",Basic,test
,"Display a square starting at the top edge of the screen with a decimal number next to it. As the square moves down and then back up over five seconds, the decimal dynamically updates to show the square’s vertical position, formatted with three decimal places and labeled in “M-Units.” The number smoothly follows the square’s movement throughout the animation.","from manim import *

class MovingSquareWithUpdaters(Scene):
    def construct(self):
        decimal = DecimalNumber(
            0,
            show_ellipsis=True,
            num_decimal_places=3,
            include_sign=True,
            unit=r""\text{M-Units}"",
            unit_buff_per_font_unit=0.003
        )
        square = Square().to_edge(UP)

        decimal.add_updater(lambda d: d.next_to(square, RIGHT))
        decimal.add_updater(lambda d: d.set_value(square.get_center()[1]))
        self.add(square, decimal)
        self.play(
            square.animate.to_edge(DOWN),
            rate_func=there_and_back,
            run_time=5,
        )
        self.wait()",Basic,test
,"Display a semi-transparent orange square. Over three seconds, transform it into a semi-transparent blue circle. Then, create a small dot that stays just below the circle as it moves. Animate the circle shifting to the right, with the dot following it. Finally, fade out both the circle and the dot.","from manim import *

class ToyExample(Scene):
    def construct(self):
        orange_square = Square(color=ORANGE, fill_opacity=0.5)
        blue_circle = Circle(color=BLUE, fill_opacity=0.5)
        self.add(orange_square)
        self.play(ReplacementTransform(orange_square, blue_circle, run_time=3))
        small_dot = Dot()
        small_dot.add_updater(lambda mob: mob.next_to(blue_circle, DOWN))
        self.play(Create(small_dot))
        self.play(blue_circle.animate.shift(RIGHT))
        self.wait()
        self.play(FadeOut(blue_circle, small_dot))",Basic,test
,"Display the word “Italic” centered on the screen, styled with an italic slant.","from manim import *

class SlantsExample(Scene):
    def construct(self):
        a = Text(""Italic"", slant=ITALIC)
        self.add(a)",Basic,test
,Display the text “Hello world” in large font (size 144) centered on the screen.,"from manim import *

class HelloWorld(Scene):
    def construct(self):
        text = Text(""Hello world"", font_size=144)
        self.add(text)",Basic,test
,"Display three squares stacked vertically:

1. A large square at the bottom.
2. A medium-sized square placed directly above the large one.
3. A small square positioned above the medium one.

Each square is centered horizontally and aligned vertically with even spacing.","from manim import *

class SquareExample(Scene):
    def construct(self):
        square_1 = Square(side_length=2.0).shift(DOWN)
        square_2 = Square(side_length=1.0).next_to(square_1, direction=UP)
        square_3 = Square(side_length=0.5).next_to(square_2, direction=UP)
        self.add(square_1, square_2, square_3)",Basic,test
,"Display four instances of the letter ""F"" arranged horizontally with large spacing between them. The first ""F"" is at normal size, the second is twice as large, the third is half the size, and the fourth is flipped due to being scaled by a negative factor.","from manim import *

class MobjectScaleExample(Scene):
    def construct(self):
        f1 = Text(""F"")
        f2 = Text(""F"").scale(2)
        f3 = Text(""F"").scale(0.5)
        f4 = Text(""F"").scale(-1)

        vgroup = VGroup(f1, f2, f3, f4).arrange(6 * RIGHT)
        self.add(vgroup)",Basic,test
"Display a white title reading ""K-means clustering and Logistic Regression"" scaled down and positioned at the top of the screen. Below it, in the bottom-right quadrant, show a vertically arranged list of four white text items: ""1. Measuring"", ""2. Clustering"", ""3. Regression"", and ""4. Prediction"", all semi-transparent except for ""2. Clustering"", which is fully opaque.","Display a white title reading ""K-means clustering and Logistic Regression"" scaled down and positioned at the top of the screen. Below it, in the bottom-right quadrant, show a vertically arranged list of four white text items: 

- ""1. Measuring""
- ""2. Clustering""
- ""3. Regression""
- ""4. Prediction""

All above are semi-transparent except for ""2. Clustering"", which is fully opaque, stressing it out over others.","from manim import *

class TextAlignment(Scene):
    def construct(self):
        title = Text(""K-means clustering and Logistic Regression"", color=WHITE)
        title.scale(0.75)
        self.add(title.to_edge(UP))

        t1 = Text(""1. Measuring"").set_color(WHITE)

        t2 = Text(""2. Clustering"").set_color(WHITE)

        t3 = Text(""3. Regression"").set_color(WHITE)

        t4 = Text(""4. Prediction"").set_color(WHITE)

        x = VGroup(t1, t2, t3, t4).arrange(direction=DOWN, aligned_edge=LEFT).scale(0.7).next_to(ORIGIN,DR)
        x.set_opacity(0.5)
        x.submobjects[1].set_opacity(1)
        self.add(x)",Intermediate,test
,"Display a green dot at the center of the screen. After a short pause, zooming functionality is activated (though not animated), preparing a magnified view. Then, the dot smoothly shifts to the left while the zoomed-in view follows the motion, highlighting the movement in detail.","from manim import *

class ChangingZoomScale(ZoomedScene):
    def __init__(self, **kwargs):
        ZoomedScene.__init__(
            self,
            zoom_factor=0.3,
            zoomed_display_height=1,
            zoomed_display_width=3,
            image_frame_stroke_width=20,
            zoomed_camera_config={
                ""default_frame_stroke_width"": 3,
            },
            **kwargs
        )

    def construct(self):
        dot = Dot().set_color(GREEN)
        sq = Circle(fill_opacity=1, radius=0.2).next_to(dot, RIGHT)
        self.add(dot, sq)
        self.wait(1)
        self.activate_zooming(animate=False)
        self.wait(1)
        self.play(dot.animate.shift(LEFT * 0.3))

        self.play(self.zoomed_camera.frame.animate.scale(4))
        self.play(self.zoomed_camera.frame.animate.shift(0.5 * DOWN))",Intermediate,test
,Display a vertical bar chart with ten bars representing values from 10 down to 1. Each bar is labeled with its corresponding value using white mathematical text in a large font. The chart and labels appear on screen simultaneously without animation.,"from manim import *

class GetBarLabelsExample(Scene):
    def construct(self):
        chart = BarChart(values=[10, 9, 8, 7, 6, 5, 4, 3, 2, 1], y_range=[0, 10, 1])

        c_bar_lbls = chart.get_bar_labels(
            color=WHITE, label_constructor=MathTex, font_size=36
        )

        self.add(chart, c_bar_lbls)",Intermediate,test
,"Display a red outline formed by connecting a sequence of corner points. The shape starts by tracing a square clockwise from the top right, then draws two diagonal lines forming an ""X"" across the bottom half. The entire shape is scaled up to appear larger on the screen.","from manim import *

class PointsAsCornersExample(Scene):
    def construct(self):
        corners = (
            # create square
            UR, UL,
            DL, DR,
            UR,
            # create crosses
            DL, UL,
            DR
        )
        vmob = VMobject(stroke_color=RED)
        vmob.set_points_as_corners(corners).scale(2)
        self.add(vmob)",Basic,test
,"Display a set of axes with a blue line representing the function \( y = x \). At the point where \( x = 4 \), a vertical dashed line and a horizontal dashed line intersect the graph, forming a ""T"" shape. A label reading ""x-value"" is placed near this intersection to indicate the corresponding point on the graph.","from manim import *

class TLabelExample(Scene):
    def construct(self):
        # defines the axes and linear function
        axes = Axes(x_range=[-1, 10], y_range=[-1, 10], x_length=9, y_length=6)
        func = axes.plot(lambda x: x, color=BLUE)
        # creates the T_label
        t_label = axes.get_T_label(x_val=4, graph=func, label=Tex(""x-value""))
        self.add(axes, func, t_label)",Basic,test
"Display a dot shifted to the upper left. Show an image with a height of 7. Add a purple frame around the dot and a red frame around the zoomed display, which is shifted down. Display the text ""Frame"" below the purple frame and ""Zoomed camera"" below the red frame. Scale the frames and zoomed display, then move the purple frame down. Remove the zoomed display and the frames.","Display a white dot shifted to the upper left. Firstly, display a purple rectangle around the dot and word ""Frame"" around that dot. The display a small red-framed inset springing up below, showing a close-up of whatever the purpose box encloses. Show ""Zoomed camera"" under this red-framed inset. The inset operates as a maginifier to the earlier purple rectangle. The inset briefly doubles in size for emphasis before the purple box drifts downward, shifting the zoom focus. Finally, fold the inset back into the purple rectangle gently erasing both frames, leaving only the original dot.","from manim import *

class MovingZoomedSceneAround(ZoomedScene):
# contributed by TheoremofBeethoven, www.youtube.com/c/TheoremofBeethoven
    def __init__(self, **kwargs):
        ZoomedScene.__init__(
            self,
            zoom_factor=0.3,
            zoomed_display_height=1,
            zoomed_display_width=6,
            image_frame_stroke_width=20,
            zoomed_camera_config={
                ""default_frame_stroke_width"": 3,
                },
            **kwargs
        )

    def construct(self):
        dot = Dot().shift(UL * 2)
        image = ImageMobject(np.uint8([[0, 100, 30, 200],
                                       [255, 0, 5, 33]]))
        image.height = 7
        frame_text = Text(""Frame"", color=PURPLE, font_size=67)
        zoomed_camera_text = Text(""Zoomed camera"", color=RED, font_size=67)

        self.add(image, dot)
        zoomed_camera = self.zoomed_camera
        zoomed_display = self.zoomed_display
        frame = zoomed_camera.frame
        zoomed_display_frame = zoomed_display.display_frame

        frame.move_to(dot)
        frame.set_color(PURPLE)
        zoomed_display_frame.set_color(RED)
        zoomed_display.shift(DOWN)

        zd_rect = BackgroundRectangle(zoomed_display, fill_opacity=0, buff=MED_SMALL_BUFF)
        self.add_foreground_mobject(zd_rect)

        unfold_camera = UpdateFromFunc(zd_rect, lambda rect: rect.replace(zoomed_display))

        frame_text.next_to(frame, DOWN)

        self.play(Create(frame), FadeIn(frame_text, shift=UP))
        self.activate_zooming()

        self.play(self.get_zoomed_display_pop_out_animation(), unfold_camera)
        zoomed_camera_text.next_to(zoomed_display_frame, DOWN)
        self.play(FadeIn(zoomed_camera_text, shift=UP))
        # Scale in        x   y  z
        scale_factor = [0.5, 1.5, 0]
        self.play(
            frame.animate.scale(scale_factor),
            zoomed_display.animate.scale(scale_factor),
            FadeOut(zoomed_camera_text),
            FadeOut(frame_text)
        )
        self.wait()
        self.play(ScaleInPlace(zoomed_display, 2))
        self.wait()
        self.play(frame.animate.shift(2.5 * DOWN))
        self.wait()
        self.play(self.get_zoomed_display_pop_out_animation(), unfold_camera, rate_func=lambda t: smooth(1 - t))
        self.play(Uncreate(zoomed_display_frame), FadeOut(frame))
        self.wait()",Intermediate,test
,"Display a row of evenly spaced dots extending horizontally across the screen. Below it, a second row appears, which is an inverted version of the first—meaning the order of the dots is reversed. Both rows are written onto the screen simultaneously.","from manim import *

class InvertSumobjectsExample(Scene):
    def construct(self):
        s = VGroup(*[Dot().shift(i*0.1*RIGHT) for i in range(-20,20)])
        s2 = s.copy()
        s2.invert()
        s2.shift(DOWN)
        self.play(Write(s), Write(s2))",Basic,test
,"Display a coordinate grid ranging from 0 to 1 on both axes, with tick marks every 0.05 units and labeled every 0.1 units. The x- and y-axes are labeled ""x"" and ""y"" respectively. A series of white graphs are plotted: one set for \( y = x^n \) and another for \( y = x^{1/n} \), where \( n \) ranges from 1 to 20 in steps of 0.5. At the point (1, 1), a yellow dot is placed, with blue horizontal and vertical lines intersecting at that point, and a label ""(1,1)"" appears nearby. A title above the scene describes the plotted functions.","from manim import *

class CoordSysExample(Scene):
    def construct(self):
        # the location of the ticks depends on the x_range and y_range.
        grid = Axes(
            x_range=[0, 1, 0.05],  # step size determines num_decimal_places.
            y_range=[0, 1, 0.05],
            x_length=9,
            y_length=5.5,
            axis_config={
                ""numbers_to_include"": np.arange(0, 1 + 0.1, 0.1),
                ""font_size"": 24,
            },
            tips=False,
        )

        # Labels for the x-axis and y-axis.
        y_label = grid.get_y_axis_label(""y"", edge=LEFT, direction=LEFT, buff=0.4)
        x_label = grid.get_x_axis_label(""x"")
        grid_labels = VGroup(x_label, y_label)

        graphs = VGroup()
        for n in np.arange(1, 20 + 0.5, 0.5):
            graphs += grid.plot(lambda x: x ** n, color=WHITE)
            graphs += grid.plot(
                lambda x: x ** (1 / n), color=WHITE, use_smoothing=False
            )

        # Extra lines and labels for point (1,1)
        graphs += grid.get_horizontal_line(grid @ (1, 1, 0), color=BLUE)
        graphs += grid.get_vertical_line(grid @ (1, 1, 0), color=BLUE)
        graphs += Dot(point=grid @ (1, 1, 0), color=YELLOW)
        graphs += Tex(""(1,1)"").scale(0.75).next_to(grid @ (1, 1, 0))
        title = Title(
            # spaces between braces to prevent SyntaxError
            r""Graphs of $y=x^{ {1}\over{n} }$ and $y=x^n (n=1,2,3,...,20)$"",
            include_underline=False,
            font_size=40,
        )

        self.add(title, graphs, grid, grid_labels)",Advanced,test
,"Display three dots arranged horizontally across the screen: a small dot on the left, a default-sized dot in the center, and another default-sized dot on the right.","from manim import *

class DotExample(Scene):
    def construct(self):
        dot1 = Dot(point=LEFT, radius=0.08)
        dot2 = Dot(point=ORIGIN)
        dot3 = Dot(point=RIGHT)
        self.add(dot1,dot2,dot3)",Basic,test
,"Display a set of coordinate axes ranging from 0 to 8 on the x-axis and 0 to 5 on the y-axis. A label reading “\( x \)-values” is placed below the x-axis, centered and slightly offset downward to clearly indicate the axis it describes.","from manim import *

class GetXAxisLabelExample(Scene):
    def construct(self):
        ax = Axes(x_range=(0, 8), y_range=(0, 5), x_length=8, y_length=5)
        x_label = ax.get_x_axis_label(
            Tex(""$x$-values"").scale(0.65), edge=DOWN, direction=DOWN, buff=0.5
        )
        self.add(ax, x_label)",Basic,test
,"Display a filled purple Reuleaux triangle with thick blue edges, formed by three curved arcs connecting three points in an equilateral triangle layout. The arcs have no visible stroke, and the shape fades into view at the center of the screen.","from manim import *

class ArcPolygonExample(Scene):
    def construct(self):
        arc_conf = {""stroke_width"": 0}
        poly_conf = {""stroke_width"": 10, ""stroke_color"": BLUE,
              ""fill_opacity"": 1, ""color"": PURPLE}
        a = [-1, 0, 0]
        b = [1, 0, 0]
        c = [0, np.sqrt(3), 0]
        arc0 = ArcBetweenPoints(a, b, radius=2, **arc_conf)
        arc1 = ArcBetweenPoints(b, c, radius=2, **arc_conf)
        arc2 = ArcBetweenPoints(c, a, radius=2, **arc_conf)
        reuleaux_tri = ArcPolygonFromArcs(arc0, arc1, arc2, **poly_conf)
        self.play(FadeIn(reuleaux_tri))
        self.wait(2)",Intermediate,test
,"Display a graph with seven labeled nodes arranged using a custom grid-like layout. The nodes are positioned in a staggered 4-column format, centered both horizontally and vertically. Edges connect the nodes to form a branching structure with additional horizontal connections, creating a visually structured and symmetric network.","from manim import *

class CustomLayoutExample(Scene):
    def construct(self):
        import numpy as np
        import networkx as nx

        # create custom layout
        def custom_layout(
            graph: nx.Graph,
            scale: float | tuple[float, float, float] = 2,
            n: int | None = None,
            *args: Any,
            **kwargs: Any,
        ):
            nodes = sorted(list(graph))
            height = len(nodes) // n
            return {
                node: (scale * np.array([
                    (i % n) - (n-1)/2,
                    -(i // n) + height/2,
                    0
                ])) for i, node in enumerate(graph)
            }

        # draw graph
        n = 4
        graph = Graph(
            [i for i in range(4 * 2 - 1)],
            [(0, 1), (0, 4), (1, 2), (1, 5), (2, 3), (2, 6), (4, 5), (5, 6)],
            labels=True,
            layout=custom_layout,
            layout_config={'n': n}
        )
        self.add(graph)",Intermediate,test
,"Display two vertically arranged groups side by side: on the left, a red label ""CounterclockwiseTransform"" with the numbers 3.141 and 1.618 stacked above it; on the right, a blue label ""Transform"" with the numbers 1.618 and 3.141 stacked above it. First, the top number in the left group transforms into the bottom number using a counterclockwise spinning motion. Then, the top number in the right group transforms into the bottom number with a direct, straight morphing animation.","from manim import *

class CounterclockwiseTransform_vs_Transform(Scene):
    def construct(self):
        # set up the numbers
        c_transform = VGroup(DecimalNumber(number=3.141, num_decimal_places=3), DecimalNumber(number=1.618, num_decimal_places=3))
        text_1 = Text(""CounterclockwiseTransform"", color=RED)
        c_transform.add(text_1)

        transform = VGroup(DecimalNumber(number=1.618, num_decimal_places=3), DecimalNumber(number=3.141, num_decimal_places=3))
        text_2 = Text(""Transform"", color=BLUE)
        transform.add(text_2)

        ints = VGroup(c_transform, transform)
        texts = VGroup(text_1, text_2).scale(0.75)
        c_transform.arrange(direction=UP, buff=1)
        transform.arrange(direction=UP, buff=1)

        ints.arrange(buff=2)
        self.add(ints, texts)

        # The mobs move in clockwise direction for ClockwiseTransform()
        self.play(CounterclockwiseTransform(c_transform[0], c_transform[1]))

        # The mobs move straight up for Transform()
        self.play(Transform(transform[0], transform[1]))",Advanced,test
,"Display a set of coordinate axes with two curves:

- A red curve representing the function \( f(x) = \frac{x^2 - 2}{3} \).
- A blue curve representing the antiderivative of that function, automatically computed and plotted based on the red curve.

This scene visually demonstrates the relationship between a function and its antiderivative.","from manim import *

class AntiderivativeExample(Scene):
    def construct(self):
        ax = Axes()
        graph1 = ax.plot(
            lambda x: (x ** 2 - 2) / 3,
            color=RED,
        )
        graph2 = ax.plot_antiderivative_graph(graph1, color=BLUE)
        self.add(ax, graph1, graph2)",Intermediate,test
,"Display a set of coordinate axes with labeled ticks, then plot the curve \( y = 2\sin(x) \) in dark blue. Highlight the area under the curve between \( x = \frac{\pi}{2} \) and \( x = \frac{3\pi}{2} \) using a solid green fill to visually represent the integral over that interval.","from manim import *

class GetAreaExample(Scene):
    def construct(self):
        ax = Axes().add_coordinates()
        curve = ax.plot(lambda x: 2 * np.sin(x), color=DARK_BLUE)
        area = ax.get_area(
            curve,
            x_range=(PI / 2, 3 * PI / 2),
            color=(GREEN_B, GREEN_D),
            opacity=1,
        )

        self.add(ax, curve, area)",Intermediate,test
,"Display a white line from the origin to the left. Show a yellow line from the origin to the left that rotates around the origin. After 2 seconds, reverse the rotation direction of the yellow line for another 2 seconds. ","from manim import *

class RotationUpdater(Scene):
    def construct(self):
        def updater_forth(mobj, dt):
            mobj.rotate_about_origin(dt)
        def updater_back(mobj, dt):
            mobj.rotate_about_origin(-dt)
        line_reference = Line(ORIGIN, LEFT).set_color(WHITE)
        line_moving = Line(ORIGIN, LEFT).set_color(YELLOW)
        line_moving.add_updater(updater_forth)
        self.add(line_reference, line_moving)
        self.wait(2)
        line_moving.remove_updater(updater_forth)
        line_moving.add_updater(updater_back)
        self.wait(2)
        line_moving.remove_updater(updater_back)
        self.wait(0.5)",Intermediate,test
,"Display a red circle with partial transparency at the center of the screen. After a brief pause, the circle smoothly morphs into the shape of a blue square with lower opacity, matching the square’s points as closely as possible during the transformation.","from manim import *

class MatchPointsScene(Scene):
    def construct(self):
        circ = Circle(fill_color=RED, fill_opacity=0.8)
        square = Square(fill_color=BLUE, fill_opacity=0.2)
        self.add(circ)
        self.wait(0.5)
        self.play(circ.animate.match_points(square))
        self.wait(0.5)",Basic,test
,"Display eight versions of the same graph, each with eight nodes and a set of edges, arranged in three rows. Each graph uses a different automatic layout algorithm: spring, circular, kamada_kawai, planar, random, shell, spectral, and spiral. The graphs are scaled down and positioned side by side in rows to visually compare how each layout arranges the same graph structure.","from manim import *

class GraphAutoPosition(Scene):
    def construct(self):
        vertices = [1, 2, 3, 4, 5, 6, 7, 8]
        edges = [(1, 7), (1, 8), (2, 3), (2, 4), (2, 5),
                 (2, 8), (3, 4), (6, 1), (6, 2),
                 (6, 3), (7, 2), (7, 4)]
        autolayouts = [""spring"", ""circular"", ""kamada_kawai"",
                       ""planar"", ""random"", ""shell"",
                       ""spectral"", ""spiral""]
        graphs = [Graph(vertices, edges, layout=lt).scale(0.5)
                  for lt in autolayouts]
        r1 = VGroup(*graphs[:3]).arrange()
        r2 = VGroup(*graphs[3:6]).arrange()
        r3 = VGroup(*graphs[6:]).arrange()
        self.add(VGroup(r1, r2, r3).arrange(direction=DOWN))",Basic,test
,"Display a scene with two main sections arranged vertically:

1. At the top, a title reading “A Quote from Newton” is shown. Below it, a blue-colored quote is displayed:  
   *“If I have seen further than others, it is by standing upon the shoulders of giants.”*  
   This quote is enclosed in a yellow rectangular border with extra padding.

2. Below the quote, a large “Hello World” message is shown in LaTeX style, surrounded by a rounded rectangle.

Both sections are centered and neatly spaced for clarity.","from manim import *

class SurroundingRectExample(Scene):
    def construct(self):
        title = Title(""A Quote from Newton"")
        quote = Text(
            ""If I have seen further than others, \n""
            ""it is by standing upon the shoulders of giants."",
            color=BLUE,
        ).scale(0.75)
        box = SurroundingRectangle(quote, color=YELLOW, buff=MED_LARGE_BUFF)

        t2 = Tex(r""Hello World"").scale(1.5)
        box2 = SurroundingRectangle(t2, corner_radius=0.2)
        mobjects = VGroup(VGroup(box, quote), VGroup(t2, box2)).arrange(DOWN)
        self.add(title, mobjects)",Intermediate,test
,"Display five lines of styled text arranged vertically:

1. The first line shows ""foo"" in bold, ""bar"" in italics, and ""foobar"" in bold italics.
2. The second line shows ""foo"" with a strikethrough, ""bar"" underlined, ""big"" in larger font, and ""small"" in smaller font.
3. The third line displays chemical formulas: ""H₂O"" with the ""2"" as a subscript, and ""H₃O⁺"" with the ""3"" as a subscript and ""+"" as a superscript.
4. The fourth line reads ""type help for help"" with ""help"" in monospaced font.
5. The fifth line shows ""foo"" with a double underline and ""bar"" with a red squiggly underline indicating an error.

All lines are centered and stacked vertically on the screen.","from manim import *

class BasicMarkupExample(Scene):
    def construct(self):
        text1 = MarkupText(""<b>foo</b> <i>bar</i> <b><i>foobar</i></b>"")
        text2 = MarkupText(""<s>foo</s> <u>bar</u> <big>big</big> <small>small</small>"")
        text3 = MarkupText(""H<sub>2</sub>O and H<sub>3</sub>O<sup>+</sup>"")
        text4 = MarkupText(""type <tt>help</tt> for help"")
        text5 = MarkupText(
            '<span underline=""double"">foo</span> <span underline=""error"">bar</span>'
        )
        group = VGroup(text1, text2, text3, text4, text5).arrange(DOWN)
        self.add(group)",Intermediate,test
